fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2023-24,November,Madhya Pradesh,510.51,4.54,72171.99,4.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Maharashtra,2083.44,18.54,289387.43,16.63,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Manipur,4.29,0.04,1434.65,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Meghalaya,6.55,0.06,1169.9,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Mizoram,5.4,0.05,1170.88,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Nagaland,5.82,0.05,1349.79,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Odisha,244.19,2.17,34247.19,1.97,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Puducherry,11.83,0.11,1749.0,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Punjab,154.3,1.37,28826.5,1.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Rajasthan,451.81,4.02,74471.53,4.28,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Sikkim,3.84,0.03,662.18,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Tamil Nadu,525.3,4.68,87369.93,5.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Telangana,764.77,6.81,131905.47,7.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Tripura,7.98,0.07,1343.51,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Unclassified,1784.35,15.88,287627.38,16.53,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Uttar Pradesh,786.83,7.0,118988.81,6.84,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,Uttarakhand,90.04,0.8,12869.19,0.74,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,November,West Bengal,312.97,2.79,53753.8,3.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Andaman and Nicobar Islands,2.11,0.02,396.87,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Andhra Pradesh,361.83,3.17,71941.95,4.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Arunachal Pradesh,9.81,0.09,1604.37,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Assam,120.12,1.05,17712.04,1.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Bihar,343.88,3.01,54202.12,3.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Chandigarh,23.01,0.2,3120.47,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Chhattisgarh,101.78,0.89,13782.56,0.8,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Dadra and Nagar Haveli and Daman and Diu,7.1,0.06,787.39,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Delhi,449.9,3.94,60577.68,3.53,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Goa,24.06,0.21,3467.39,0.2,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Gujarat,364.34,3.19,57809.55,3.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Haryana,293.23,2.57,44962.4,2.62,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Himachal Pradesh,41.56,0.36,5717.15,0.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Jammu and Kashmir,39.88,0.35,6198.21,0.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Jharkhand,118.93,1.04,16946.85,0.99,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Karnataka,957.72,8.39,133243.89,7.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Kerala,254.32,2.23,36657.16,2.14,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Ladakh,2.02,0.02,468.85,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Lakshadweep,0.17,0.0,30.13,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Madhya Pradesh,588.01,5.15,81040.7,4.72,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Maharashtra,2225.55,19.51,297168.32,17.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Manipur,4.09,0.04,1333.58,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Meghalaya,5.93,0.05,1063.95,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Mizoram,4.87,0.04,1067.95,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Nagaland,6.03,0.05,1350.3,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Odisha,243.43,2.13,34574.49,2.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Puducherry,12.31,0.11,1767.06,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Punjab,159.72,1.4,27543.17,1.61,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Rajasthan,461.98,4.05,72771.58,4.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Sikkim,3.85,0.03,697.17,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Tamil Nadu,538.52,4.72,87385.36,5.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Telangana,778.04,6.82,132269.35,7.71,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Tripura,8.47,0.07,1429.11,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Unclassified,1681.93,14.74,269012.53,15.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Uttar Pradesh,752.99,6.6,107856.43,6.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,Uttarakhand,96.06,0.84,13132.59,0.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,October,West Bengal,321.25,2.82,54677.68,3.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Andaman and Nicobar Islands,1.87,0.02,347.87,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Andhra Pradesh,336.99,3.19,67178.11,4.25,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Arunachal Pradesh,9.41,0.09,1498.65,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Assam,110.01,1.04,15968.78,1.01,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Bihar,305.39,2.89,48595.98,3.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Chandigarh,21.45,0.2,2853.16,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Chhattisgarh,97.4,0.92,12764.1,0.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Dadra and Nagar Haveli and Daman and Diu,6.32,0.06,718.59,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Delhi,416.31,3.94,55139.92,3.49,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Goa,20.69,0.2,3017.62,0.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Gujarat,319.31,3.02,51590.99,3.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Haryana,265.59,2.52,39655.16,2.51,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Himachal Pradesh,36.61,0.35,5035.77,0.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Jammu and Kashmir,35.83,0.34,5399.43,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Jharkhand,104.08,0.99,14937.74,0.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Karnataka,896.89,8.5,125683.26,7.96,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Kerala,237.42,2.25,35412.25,2.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Ladakh,2.1,0.02,481.1,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Lakshadweep,0.13,0.0,25.16,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Madhya Pradesh,512.81,4.86,69250.13,4.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Maharashtra,2156.02,20.43,286792.45,18.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Manipur,3.53,0.03,1069.54,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Meghalaya,5.41,0.05,959.02,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Mizoram,4.6,0.04,1000.59,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Nagaland,5.64,0.05,1240.15,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Odisha,224.43,2.13,31146.94,1.97,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Puducherry,11.4,0.11,1688.3,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Punjab,146.64,1.39,24711.78,1.56,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Rajasthan,431.28,4.09,66104.53,4.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Sikkim,4.1,0.04,683.81,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Tamil Nadu,521.85,4.94,85968.46,5.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Telangana,713.29,6.76,121128.45,7.67,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Tripura,7.52,0.07,1274.91,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Unclassified,1539.54,14.58,244896.29,15.51,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Uttar Pradesh,680.36,6.45,95195.96,6.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,Uttarakhand,83.19,0.79,11010.69,0.7,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,September,West Bengal,280.3,2.66,48707.55,3.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Andaman and Nicobar Islands,1.84,0.02,338.88,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Andhra Pradesh,349.58,3.3,69909.85,4.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Arunachal Pradesh,8.78,0.08,1434.45,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Assam,105.93,1.0,15516.16,0.98,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Bihar,307.74,2.91,47814.69,3.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Chandigarh,21.26,0.2,2829.23,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Chhattisgarh,97.25,0.92,12772.92,0.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Dadra and Nagar Haveli and Daman and Diu,6.23,0.06,698.87,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Delhi,404.03,3.82,52953.64,3.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Goa,20.95,0.2,2970.56,0.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Gujarat,325.34,3.07,51778.19,3.28,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Haryana,255.9,2.42,38322.05,2.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Himachal Pradesh,35.23,0.33,4698.18,0.3,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Jammu and Kashmir,34.8,0.33,5283.63,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Jharkhand,104.67,0.99,14547.31,0.92,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Karnataka,924.36,8.73,126876.33,8.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Kerala,249.36,2.36,37438.7,2.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Ladakh,2.05,0.02,480.89,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Lakshadweep,0.11,0.0,23.1,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Madhya Pradesh,502.8,4.75,67895.74,4.31,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Maharashtra,2119.31,20.02,282946.53,17.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Manipur,2.29,0.02,770.73,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Meghalaya,6.11,0.06,1098.18,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Mizoram,4.27,0.04,939.12,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Nagaland,5.5,0.05,1245.07,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Odisha,220.05,2.08,30594.38,1.94,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Puducherry,11.56,0.11,1708.52,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Punjab,147.14,1.39,24812.53,1.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Rajasthan,459.93,4.34,69380.56,4.4,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Sikkim,3.87,0.04,644.83,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Tamil Nadu,511.03,4.83,84388.17,5.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Telangana,753.64,7.12,127817.82,8.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Tripura,6.75,0.06,1123.71,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Unclassified,1530.17,14.45,240823.86,15.28,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Uttar Pradesh,678.37,6.41,94133.08,5.97,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,Uttarakhand,81.71,0.77,10706.66,0.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,August,West Bengal,286.09,2.7,48819.44,3.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Andaman and Nicobar Islands,1.69,0.02,318.73,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Andhra Pradesh,323.27,3.24,67084.86,4.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Arunachal Pradesh,8.14,0.08,1373.51,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Assam,96.55,0.97,14637.06,0.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Bihar,281.52,2.83,46720.09,3.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Chandigarh,18.75,0.19,2592.68,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Chhattisgarh,84.67,0.85,11730.08,0.76,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Dadra and Nagar Haveli and Daman and Diu,5.63,0.06,677.01,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Delhi,397.81,3.99,54276.07,3.54,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Goa,18.42,0.18,2746.69,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Gujarat,302.19,3.03,49555.82,3.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Haryana,246.82,2.48,37267.08,2.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Himachal Pradesh,33.86,0.34,4716.73,0.31,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Jammu and Kashmir,32.26,0.32,5337.27,0.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Jharkhand,96.74,0.97,14277.91,0.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Karnataka,870.28,8.73,122630.19,8.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Kerala,224.03,2.25,33854.52,2.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Ladakh,1.94,0.02,483.88,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Lakshadweep,0.09,0.0,21.03,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Madhya Pradesh,471.51,4.73,66620.88,4.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Maharashtra,2034.12,20.41,278351.31,18.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Manipur,1.59,0.02,475.02,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Meghalaya,5.11,0.05,950.01,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Mizoram,4.03,0.04,923.43,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Nagaland,5.14,0.05,1204.72,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Odisha,208.06,2.09,31154.66,2.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Puducherry,11.1,0.11,1653.48,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Punjab,132.51,1.33,23480.6,1.53,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Rajasthan,405.86,4.07,63069.1,4.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Sikkim,3.81,0.04,645.73,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Tamil Nadu,494.19,4.96,83009.09,5.41,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Telangana,720.58,7.23,127885.79,8.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Tripura,6.24,0.06,1064.86,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Unclassified,1417.69,14.23,230885.29,15.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Uttar Pradesh,630.3,6.33,90963.74,5.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,Uttarakhand,78.54,0.79,10785.35,0.7,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,July,West Bengal,289.59,2.91,50112.15,3.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Andaman and Nicobar Islands,1.56,0.02,305.91,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Andhra Pradesh,295.26,3.16,62976.99,4.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Arunachal Pradesh,7.69,0.08,1376.41,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Assam,89.22,0.96,14075.95,0.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Bihar,262.96,2.82,48095.78,3.26,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Chandigarh,17.6,0.19,2430.14,0.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Chhattisgarh,73.13,0.78,10536.22,0.71,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Dadra and Nagar Haveli and Daman and Diu,5.35,0.06,651.41,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Delhi,386.86,4.14,54882.65,3.72,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Goa,18.53,0.2,2779.41,0.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Gujarat,277.76,2.98,46487.59,3.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Haryana,226.29,2.42,35090.23,2.38,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Himachal Pradesh,37.47,0.4,5510.42,0.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Jammu and Kashmir,30.84,0.33,5058.35,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Jharkhand,88.77,0.95,13802.1,0.94,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Karnataka,812.5,8.7,116958.14,7.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Kerala,215.06,2.3,32879.15,2.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Ladakh,1.81,0.02,454.94,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Lakshadweep,0.08,0.0,20.5,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Madhya Pradesh,427.33,4.58,63711.04,4.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Maharashtra,1958.64,20.98,274244.34,18.59,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Manipur,1.9,0.02,497.29,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Meghalaya,4.22,0.05,811.42,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Mizoram,3.74,0.04,905.89,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Nagaland,5.03,0.05,1176.33,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Odisha,197.7,2.12,30051.56,2.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Puducherry,10.24,0.11,1551.66,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Punjab,124.17,1.33,22242.08,1.51,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Rajasthan,337.69,3.62,55593.65,3.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Sikkim,3.91,0.04,718.62,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Tamil Nadu,458.92,4.92,79245.18,5.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Telangana,710.27,7.61,129049.85,8.75,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Tripura,5.62,0.06,980.89,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Unclassified,1287.64,13.79,209034.13,14.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Uttar Pradesh,596.11,6.39,90290.44,6.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,Uttarakhand,79.35,0.85,11384.06,0.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,June,West Bengal,273.83,2.93,49603.55,3.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Andaman and Nicobar Islands,1.66,0.02,336.3,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
